step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,Predicted_RF,Predicted_XGB,Predicted_Log
167,2901.11,256892.0,253990.89,0.0,0.0,0,0,0,0
203,113448.21,100535.0,213983.21,66843.57,0.0,0,0,0,0
33,15837.54,2555.0,0.0,0.0,0.0,0,0,0,0
283,254510.31,10953920.97,11208431.28,292741.24,38230.93,0,0,0,0
10,1064.49,267906.28,266841.79,0.0,0.0,0,0,0,0
393,237623.11,1903726.46,2141349.57,271874.43,34251.33,0,0,0,0
349,155536.75,11605.0,0.0,2098001.52,2253538.27,0,0,0,0
207,389654.4,0.0,0.0,1277225.01,1666879.41,0,0,0,0
136,222469.36,107294.0,0.0,0.0,222469.36,0,0,0,0
381,745129.89,0.0,0.0,1409860.67,2154990.56,0,0,0,0
670,1787.24,6694.43,4907.18,0.0,0.0,0,0,0,0
306,488596.12,8461157.31,8949753.43,11884755.74,11396159.62,0,0,0,0
35,405178.52,0.0,0.0,723602.24,1128780.76,0,0,0,0
493,338803.1,31392.0,0.0,678736.73,1017539.83,0,0,0,0
331,71302.92,0.0,0.0,367203.29,438506.21,0,0,0,0
235,282966.33,9491888.11,9774854.44,422092.95,139126.62,0,0,0,0
278,211962.45,1400891.13,1612853.58,238137.27,26174.82,0,0,0,0
20,447389.35,0.0,0.0,2220877.8,2668267.14,0,0,0,0
183,55.28,0.0,0.0,0.0,0.0,0,0,0,0
14,1291.33,396331.91,395040.58,0.0,0.0,0,0,0,0
162,34117.84,11335450.26,11369568.1,324967.32,290849.48,0,0,0,0
162,1198.44,184921.21,183722.77,0.0,0.0,0,0,0,0
38,280391.65,153071.0,0.0,505972.67,786364.32,0,0,0,0
309,4687.72,0.0,0.0,0.0,0.0,0,0,0,0
326,28267.52,0.0,0.0,0.0,0.0,0,0,0,0
44,387681.37,4973563.49,5361244.86,3272157.06,2884475.68,0,0,0,0
132,76775.3,0.0,0.0,249870.66,326645.97,0,0,0,0
202,327964.82,0.0,0.0,345948.49,673913.31,0,0,0,0
297,103870.15,2730660.16,2834530.31,120870.41,17000.25,0,0,0,0
213,116132.19,112183.0,0.0,1799805.54,1915937.73,0,0,0,0
353,306316.55,0.0,0.0,346987.39,653303.94,0,0,0,0
41,271791.87,61112.0,0.0,3307155.64,3578947.51,0,0,0,0
15,56904.5,95303.0,152207.5,21146.25,102041.69,0,0,0,0
15,217550.25,169.0,0.0,267910.38,195406.34,0,0,0,0
139,545.45,0.0,0.0,0.0,0.0,0,0,0,0
310,2269.04,0.0,0.0,0.0,0.0,0,0,0,0
331,3200.23,0.0,0.0,0.0,0.0,0,0,0,0
371,412918.9,21326.0,0.0,0.0,412918.9,0,0,0,0
281,19513.69,165745.91,146232.22,0.0,0.0,0,0,0,0
11,223972.87,390287.85,614260.72,388666.59,164693.72,0,0,0,0
249,2323.33,90310.26,87986.93,0.0,0.0,0,0,0,0
396,3688.3,16994484.22,16998172.52,865918.07,862229.77,0,0,0,0
398,241984.96,0.0,0.0,2572087.41,2814072.37,0,0,0,0
16,153356.08,9360.0,162716.08,2130085.73,1798213.77,0,0,0,0
592,40133.6,316553.11,356686.71,136760.78,96627.18,0,0,0,0
203,17030.42,0.0,0.0,0.0,0.0,0,0,0,0
684,95844.99,6249.0,102093.99,4017839.29,3921994.3,0,0,0,0
209,25213.53,3663004.91,3688218.44,163412.17,138198.64,0,0,0,0
259,91789.77,18249.0,0.0,1453958.36,1545748.13,0,0,0,0
232,3670.94,205310.0,201639.06,56627.21,60298.16,0,0,0,0
254,227070.21,0.0,0.0,10681171.52,10908241.73,0,0,0,0
354,353585.14,163803.0,0.0,3917142.65,4395054.59,0,0,0,0
37,93677.96,108460.0,14782.04,1155134.95,1248812.91,0,0,0,0
323,1404022.53,205966.0,0.0,966467.38,2370489.91,0,0,0,0
18,189057.26,0.0,0.0,765669.6,954726.86,0,0,0,0
258,6422.26,162237.38,155815.12,0.0,0.0,0,0,0,0
18,15588.54,78738.07,63149.54,0.0,0.0,0,0,0,0
257,278088.6,51943.0,330031.6,75914.16,0.0,0,0,0,0
352,7762.52,116375.0,108612.48,0.0,0.0,0,0,0,0
236,52972.9,0.0,0.0,1492773.59,1545746.49,0,0,0,0
47,295483.53,4561426.9,4856910.43,2731314.97,2435831.44,0,0,0,0
180,72937.24,0.0,0.0,716464.7,789401.94,0,0,0,0
235,324.65,0.0,0.0,0.0,0.0,0,0,0,0
514,130550.91,0.0,0.0,5247592.78,5378143.68,0,0,0,0
284,10457.22,596493.0,586035.78,0.0,0.0,0,0,0,0
280,143102.63,1870755.06,2013857.69,291874.11,148771.49,0,0,0,0
236,61658.87,28254.0,89912.87,239503.37,177844.5,0,0,0,0
188,1028.15,41707.0,40678.85,0.0,0.0,0,0,0,0
46,6544.68,406808.9,400264.22,0.0,0.0,0,0,0,0
186,25375.67,14712.0,0.0,3250443.8,3275819.47,0,0,0,0
285,28787.11,0.0,0.0,0.0,0.0,0,0,0,0
403,86350.11,0.0,0.0,26108839.45,26195189.56,0,0,0,0
43,1047336.46,17047.0,0.0,2582871.71,3630208.17,0,0,0,0
210,87340.35,14849.0,0.0,724170.21,811510.55,0,0,0,0
373,252229.96,3398727.2,3650957.16,311072.6,58842.64,0,0,0,0
308,37112.61,0.0,0.0,258689.68,295802.29,0,0,0,0
12,8707.5,81643.69,72936.19,0.0,0.0,0,0,0,0
159,135787.27,20784.0,156571.27,453362.07,317574.8,0,0,0,0
161,63169.37,0.0,0.0,16600624.24,16663793.62,0,0,0,0
191,2306.81,4796.0,2489.19,0.0,0.0,0,0,0,0
159,8424.32,0.0,0.0,0.0,0.0,0,0,0,0
12,329359.56,992409.1,1321768.67,528852.61,199493.05,0,0,0,0
162,3655.78,19751.0,16095.22,0.0,0.0,0,0,0,0
250,22973.85,6069.0,0.0,0.0,0.0,0,0,0,0
381,64147.98,0.0,0.0,1533480.68,1597628.66,0,0,0,0
394,13562.13,187.0,0.0,0.0,0.0,0,0,0,0
275,15345.45,0.0,0.0,0.0,0.0,0,0,0,0
373,393906.84,1247703.03,1641609.87,1224562.27,830655.43,0,0,0,0
39,68286.17,64975.0,133261.17,0.0,0.0,0,0,0,0
211,764727.9,0.0,0.0,1119023.44,2000961.26,0,0,0,0
258,254023.77,1613513.68,1867537.45,2478044.54,2224020.77,0,0,0,0
329,102895.68,0.0,0.0,126085.92,228981.59,0,0,0,0
235,230755.62,271.0,0.0,494252.91,725008.52,0,0,0,0
374,5537.37,11111.0,5573.63,0.0,0.0,0,0,0,0
544,314587.83,99900.0,0.0,787267.01,1101854.85,0,0,0,0
403,14937.07,0.0,0.0,0.0,0.0,0,0,0,0
7,6537.13,21332.0,14794.87,0.0,0.0,0,0,0,0
359,4524.31,168.0,0.0,0.0,0.0,0,0,0,0
255,316253.88,17767.0,0.0,111490.17,427744.05,0,0,0,0
330,86912.16,71001.0,0.0,0.0,86912.16,0,0,0,0
514,1705460.07,363.0,0.0,20284.29,1725744.37,0,0,0,0
95,6245.38,138.0,0.0,0.0,0.0,0,0,0,0
39,64050.25,422.0,64472.25,0.0,0.0,0,0,0,0
179,5810.54,0.0,0.0,0.0,0.0,0,0,0,0
331,82260.32,0.0,0.0,171891.23,254151.55,0,0,0,0
20,72952.04,504.0,0.0,1286181.6,1503185.97,0,0,0,0
324,45257.22,0.0,0.0,0.0,0.0,0,0,0,0
134,4786.4,0.0,0.0,0.0,0.0,0,0,0,0
567,736.51,40048.0,39311.49,353948.65,354685.17,0,0,0,0
162,1059505.87,72114.0,0.0,1032053.64,2091559.51,0,0,0,0
202,2049.28,448892.68,446843.39,0.0,0.0,0,0,0,0
396,144776.5,893.0,0.0,0.0,144776.5,0,0,0,0
129,1100215.54,0.0,0.0,6652414.96,7752630.5,0,0,0,0
14,15707.53,0.0,0.0,0.0,0.0,0,0,0,0
308,223187.39,11153.0,0.0,1273739.49,1496926.88,0,0,0,0
395,102615.86,7084.0,0.0,0.0,102615.86,0,0,0,0
10,383712.6,0.0,0.0,1615641.58,1999354.18,0,0,0,0
588,86240.24,0.0,0.0,830129.13,916369.37,0,0,0,0
619,97819.23,7710707.22,7808526.45,764094.17,666274.94,0,0,0,0
16,135721.98,15354.0,151075.98,42341.0,0.0,0,0,0,0
158,7234.08,0.0,0.0,0.0,0.0,0,0,0,0
353,10280.34,23384.0,13103.66,0.0,0.0,0,0,0,0
376,119689.79,0.0,0.0,997823.46,1117513.25,0,0,0,0
372,3318.58,0.0,0.0,0.0,0.0,0,0,0,0
399,104826.04,0.0,0.0,358811.52,463637.56,0,0,0,0
153,57246.28,3562.0,0.0,20505.0,77751.28,0,0,0,0
41,65321.88,291.0,65612.88,87665.59,0.0,0,0,0,0
297,123289.61,0.0,0.0,685515.32,808804.93,0,0,0,0
372,158159.69,498109.0,656268.69,71715.71,0.0,0,0,0,0
212,3807.25,30229.0,26421.75,0.0,0.0,0,0,0,0
334,384364.32,9684762.66,10069126.98,2471528.5,2087164.19,0,0,0,0
261,395839.47,7109481.48,7505320.95,541370.99,145531.52,0,0,0,0
397,138567.86,0.0,0.0,960309.07,1098876.93,0,0,0,0
39,444358.89,1763540.91,2207899.8,4641660.92,4197302.02,0,0,0,0
355,15676.27,247943.0,232266.73,0.0,0.0,0,0,0,0
360,8291.97,10281.0,1989.03,0.0,0.0,0,0,0,0
514,38294.08,24554.0,0.0,40981.97,79276.05,0,0,0,0
135,158540.54,0.0,0.0,230594.63,389135.17,0,0,0,0
405,21376.49,12785.0,0.0,0.0,0.0,0,0,0,0
205,11237.37,68.0,0.0,0.0,0.0,0,0,0,0
347,146652.48,0.0,0.0,2056590.23,2203242.71,0,0,0,0
257,8056.12,35494.0,27437.88,0.0,0.0,0,0,0,0
308,47784.99,169838.74,122053.75,0.0,0.0,0,0,0,0
349,16494.66,5108.0,21602.66,51646.05,35151.38,0,0,0,0
214,23148.28,30226.0,53374.28,0.0,0.0,0,0,0,0
253,5484.51,27844.3,22359.8,0.0,0.0,0,0,0,0
164,873.12,32264.0,31390.88,0.0,0.0,0,0,0,0
395,85056.02,27756.0,0.0,0.0,85056.02,0,0,0,0
42,1130.64,181811.72,180681.08,0.0,0.0,0,0,0,0
156,634.23,11623.0,10988.77,0.0,0.0,0,0,0,0
299,184572.53,0.0,0.0,1255804.91,1440377.44,0,0,0,0
132,136337.37,24135399.62,24271736.99,4931383.49,4877257.46,0,0,0,0
94,279849.61,36506.0,316355.61,0.0,0.0,0,0,0,0
255,22805.32,31982.0,9176.68,0.0,0.0,0,0,0,0
184,127725.79,51760.0,179485.79,1528211.26,1400485.47,0,0,0,0
373,10903.96,0.0,0.0,0.0,0.0,0,0,0,0
129,10491.4,20835.0,10343.6,0.0,0.0,0,0,0,0
158,80205.95,245319.0,325524.95,20016.61,0.0,0,0,0,0
226,90301.18,19564.0,0.0,345439.2,593194.65,0,0,0,0
164,9580.52,109164.12,99583.61,0.0,0.0,0,0,0,0
398,175037.08,19965.0,195002.08,0.0,0.0,0,0,0,0
19,2183.73,15775.0,13591.27,0.0,0.0,0,0,0,0
204,12948.97,0.0,0.0,0.0,0.0,0,0,0,0
182,17890.51,33473.7,15583.19,0.0,0.0,0,0,0,0
302,29837.89,0.0,0.0,0.0,0.0,0,0,0,0
207,17533.92,35686.22,18152.31,0.0,0.0,0,0,0,0
134,429123.36,0.0,0.0,866556.7,1295680.06,0,0,0,0
398,64504.68,0.0,0.0,0.0,0.0,0,0,0,0
208,243572.67,101423.0,0.0,263759.84,507332.51,0,0,0,0
308,71682.21,3028798.51,3100480.72,489648.46,417966.25,0,0,0,0
164,23516.31,0.0,0.0,213203.69,236720.0,0,0,0,0
229,37278.43,2433456.53,2470734.96,1056283.21,1019004.78,0,0,0,0
249,10358.66,5094.0,0.0,0.0,0.0,0,0,0,0
373,1202414.54,0.0,0.0,4239311.27,5441725.81,0,0,0,0
187,1456.06,0.0,0.0,0.0,0.0,0,0,0,0
380,1779.95,50794.0,49014.05,0.0,0.0,0,0,0,0
183,98802.19,0.0,0.0,7657590.17,7756392.36,0,0,0,0
14,463564.38,0.0,0.0,8158060.58,9394811.71,0,0,0,0
688,9927.99,0.0,0.0,0.0,0.0,0,0,0,0
153,3834306.49,20088.0,0.0,194.0,3548259.96,0,0,0,0
214,105904.92,405.0,106309.92,986369.35,880464.42,0,0,0,0
279,4408.91,87791.0,83382.09,0.0,0.0,0,0,0,0
350,190053.46,300.0,0.0,0.0,190053.46,0,0,0,0
401,323319.29,1088432.65,1411751.94,327630.71,4311.42,0,0,0,0
228,14519.89,0.0,0.0,0.0,0.0,0,0,0,0
184,33332.53,669.0,0.0,743314.53,776647.06,0,0,0,0
181,163085.88,4713.0,0.0,7818640.29,7981726.17,0,0,0,0
297,340307.04,0.0,0.0,5615516.18,5955823.22,0,0,0,0
43,124159.58,1171.0,125330.58,166322.17,42162.59,0,0,0,0
259,5760.31,0.0,0.0,0.0,0.0,0,0,0,0
163,106421.77,103455.0,209876.77,0.0,0.0,0,0,0,0
129,71575.89,2400635.82,2472211.71,403109.97,331534.08,0,0,0,0
155,10315.22,51396.0,41080.78,0.0,0.0,0,0,0,0
355,13438.85,156900.0,143461.15,0.0,0.0,0,0,0,0
214,18924.05,0.0,0.0,0.0,0.0,0,0,0,0
379,570.19,147160.0,146589.81,0.0,0.0,0,0,0,0
138,11218.91,0.0,0.0,0.0,0.0,0,0,0,0
9,2702.82,0.0,0.0,0.0,0.0,0,0,0,0
324,300492.19,23772.0,324264.19,2175190.16,1874697.98,0,0,0,0
232,607940.08,0.0,0.0,1844733.6,2452673.68,0,0,0,0
43,636.45,0.0,0.0,0.0,0.0,0,0,0,0
183,113867.22,0.0,0.0,952375.07,1066242.3,0,0,0,0
373,289840.34,0.0,0.0,543100.36,832940.7,0,0,0,0
408,6289.75,34040.0,27750.25,0.0,0.0,0,0,0,0
596,61424.47,0.0,0.0,366380.59,427805.06,0,0,0,0
212,66157.81,0.0,0.0,2284785.23,2350943.04,0,0,0,0
354,14.38,0.0,0.0,0.0,0.0,0,0,0,0
372,1219803.13,0.0,0.0,3629566.09,4849369.22,0,0,0,0
185,169735.99,110312.0,280047.99,0.0,0.0,0,0,0,0
18,70339.82,206495.0,136155.18,0.0,70339.82,0,0,0,0
178,108553.66,155471.81,264025.47,223448.23,114894.57,0,0,0,0
253,2802.8,625997.82,623195.02,0.0,0.0,0,0,0,0
42,24304.38,8049.0,0.0,0.0,0.0,0,0,0,0
500,30924.25,255578.0,224653.75,25867.92,56792.17,0,0,0,0
398,567049.98,118019.0,685068.98,112148.45,0.0,0,0,0,0
308,2854.72,0.0,0.0,0.0,0.0,0,0,0,0
211,2682768.61,0.0,0.0,7989093.49,10671862.09,0,0,0,0
249,199801.28,0.0,0.0,206513.49,406314.78,0,0,0,0
307,282779.44,29055.0,311834.44,0.0,0.0,0,0,0,0
136,4235.49,0.0,0.0,0.0,0.0,0,0,0,0
372,9362.34,0.0,0.0,0.0,0.0,0,0,0,0
187,241274.26,7368013.59,7609287.85,370172.21,128897.95,0,0,0,0
237,13383.35,19537.0,6153.65,0.0,0.0,0,0,0,0
37,16803.02,11677.0,0.0,0.0,0.0,0,0,0,0
399,28514.79,0.0,0.0,794454.44,822969.23,0,0,0,0
204,8032.09,17399.41,9367.32,0.0,0.0,0,0,0,0
215,2021.83,29932.0,27910.17,0.0,0.0,0,0,0,0
202,269082.35,0.0,0.0,1797770.12,2066852.46,0,0,0,0
260,180344.31,3496.0,183840.31,885336.65,704992.34,0,0,0,0
18,26875.24,720.0,0.0,3414959.09,4037735.78,0,0,0,0
131,363160.45,170520.0,0.0,347534.38,710694.83,0,0,0,0
232,275660.44,62792.0,0.0,2276712.71,2552373.16,0,0,0,0
326,273872.71,5474.0,279346.71,7673600.43,7399727.71,0,0,0,0
354,16658.91,0.0,0.0,0.0,0.0,0,0,0,0
348,210131.64,0.0,0.0,4889865.49,5099997.13,0,0,0,0
164,1977.89,0.0,0.0,0.0,0.0,0,0,0,0
323,827790.07,0.0,0.0,1506206.77,2333996.84,0,0,0,0
403,131537.92,0.0,0.0,1289943.96,1421481.88,0,0,0,0
281,54122.41,291549.97,237427.56,267007.95,321130.36,0,0,0,0
361,257575.63,105480.0,0.0,433993.24,691568.86,0,0,0,0
202,280899.72,705167.73,986067.44,542830.67,261930.95,0,0,0,0
404,138261.06,122781.0,261042.06,16510.41,0.0,0,0,0,0
404,41899.35,806.95,0.0,0.0,0.0,0,0,0,0
183,191807.75,0.0,0.0,532939.41,724747.16,0,0,0,0
157,206362.68,443.0,206805.68,0.0,0.0,0,0,0,0
13,178023.2,0.0,0.0,1895366.11,2478728.42,0,0,0,0
251,82155.53,59928.0,142083.53,1100738.47,1018582.95,0,0,0,0
158,12591.95,20165.0,7573.05,0.0,0.0,0,0,0,0
621,400120.16,0.0,0.0,1950101.24,2350221.4,0,0,0,0
143,165027.98,6079178.12,6244206.1,465002.9,299974.92,0,0,0,0
164,77353.23,15536.0,0.0,0.0,77353.23,0,0,0,0
207,253237.53,32155.0,285392.53,625685.6,372448.07,0,0,0,0
236,88263.52,0.0,0.0,2019925.2,2182054.9,0,0,0,0
161,235335.64,45431.0,0.0,61821.39,297157.04,0,0,0,0
14,6783.72,32440.0,25656.28,0.0,0.0,0,0,0,0
235,29191.0,1069.0,0.0,0.0,29191.0,0,0,0,0
687,29539.64,42777.61,72317.25,1109932.09,1080392.45,0,0,0,0
129,136676.45,3615805.78,3752482.23,1073689.88,1399224.02,0,0,0,0
236,84303.05,0.0,0.0,5069344.08,5153647.13,0,0,0,0
299,197023.22,3656950.9,3853974.12,1389677.01,1192653.78,0,0,0,0
190,38002.43,578929.13,616931.57,59761.82,21759.39,0,0,0,0
304,143754.09,10022896.34,10166650.43,2538861.14,2395107.06,0,0,0,0
208,117519.83,69855.0,0.0,2962809.75,3080329.58,0,0,0,0
328,29915.25,0.0,0.0,0.0,0.0,0,0,0,0
476,4556.92,0.0,0.0,0.0,0.0,0,0,0,0
307,5476.73,11768.0,6291.27,0.0,0.0,0,0,0,0
94,7331.99,167226.34,159894.35,0.0,0.0,0,0,0,0
284,3557.41,25935.75,22378.34,0.0,0.0,0,0,0,0
710,773103.14,64850.0,0.0,102662.41,875765.54,0,0,0,0
595,6110.23,10455.0,4344.77,0.0,0.0,0,0,0,0
334,19086.58,450644.0,431557.42,0.0,0.0,0,0,0,0
353,55714.55,1675331.68,1731046.23,76275.7,20561.16,0,0,0,0
372,4565.29,14859.0,10293.71,0.0,0.0,0,0,0,0
10,337335.03,203099.0,0.0,1433198.69,2980969.09,0,0,0,0
253,52441.37,3007.0,55448.37,876628.83,824187.46,0,0,0,0
257,3265.79,76082.0,72816.21,0.0,0.0,0,0,0,0
257,176121.4,5038545.34,5214666.73,292359.37,116237.97,0,0,0,0
212,26134.0,264382.34,238248.34,0.0,0.0,0,0,0,0
188,11227.3,0.0,0.0,0.0,0.0,0,0,0,0
20,4721.55,4296365.96,4301087.51,615752.89,611031.34,0,0,0,0
234,18216.47,700.0,0.0,0.0,0.0,0,0,0,0
281,316690.93,0.0,0.0,952197.91,1268888.84,0,0,0,0
155,88878.03,860291.0,949169.03,4584049.06,4495171.04,0,0,0,0
350,127451.26,4263.0,0.0,238355.81,365807.07,0,0,0,0
93,3513.04,1106.0,0.0,0.0,0.0,0,0,0,0
228,74584.67,9942.0,84526.67,558839.38,484254.71,0,0,0,0
180,310510.34,0.0,0.0,7838637.38,8149147.72,0,0,0,0
348,175930.64,0.0,0.0,1899214.1,2075144.74,0,0,0,0
155,304257.65,27575.0,0.0,0.0,304257.65,0,0,0,0
157,184350.87,18301.72,0.0,1876363.42,2202107.72,0,0,0,0
326,440028.79,452.0,440480.79,1975653.56,1535624.77,0,0,0,0
353,16372.75,0.0,0.0,0.0,0.0,0,0,0,0
280,269463.28,163.0,0.0,0.0,269463.28,0,0,0,0
402,43045.8,0.0,0.0,266885.4,309931.2,0,0,0,0
259,283800.67,0.0,0.0,4492441.43,4776242.1,0,0,0,0
190,1406.62,1573.0,166.38,0.0,0.0,0,0,0,0
9,4538.87,78824.63,74285.76,0.0,0.0,0,0,0,0
520,110246.06,0.0,0.0,899979.2,1010225.25,0,0,0,0
687,294593.03,31286.0,0.0,2445803.47,2740396.5,0,0,0,0
19,191503.85,41781.0,0.0,207029.0,398532.86,0,0,0,0
18,157869.2,9704376.65,9862245.84,963815.42,805946.22,0,0,0,0
307,195764.4,17057195.19,17252959.59,22356478.65,22160714.25,0,0,0,0
11,207149.55,4962670.9,5169820.44,19623782.68,19416633.13,0,0,0,0
177,322646.58,0.0,0.0,515034.18,837680.75,0,0,0,0
37,145930.87,12353176.04,12499106.92,263096.1,117165.23,0,0,0,0
500,124590.76,22104.0,146694.76,436075.43,311484.67,0,0,0,0
136,148412.44,0.0,0.0,241879.8,390292.25,0,0,0,0
15,99296.36,50619.0,149915.36,11770770.65,11671474.29,0,0,0,0
321,138604.43,11315.0,0.0,0.0,138604.43,0,0,0,0
286,1604.47,13546.0,11941.53,0.0,0.0,0,0,0,0
180,38359.18,0.0,0.0,0.0,0.0,0,0,0,0
332,152407.79,75153.0,0.0,0.0,152407.79,0,0,0,0
378,201688.73,128170.0,0.0,102395.84,304084.57,0,0,0,0
442,163501.73,10373.0,173874.73,220968.49,57466.76,0,0,0,0
403,2947.59,136487.0,139434.59,122553.99,119606.4,0,0,0,0
212,4352.88,0.0,0.0,0.0,0.0,0,0,0,0
308,31698.74,0.0,0.0,0.0,0.0,0,0,0,0
306,1424676.91,0.0,0.0,2857954.59,4282631.5,0,0,0,0
596,5867.82,0.0,0.0,0.0,0.0,0,0,0,0
377,107870.71,245152.65,353023.36,431343.77,323473.07,0,0,0,0
139,55417.56,9420900.13,9476317.7,105259.22,49841.66,0,0,0,0
201,5125.13,103889.8,98764.67,0.0,0.0,0,0,0,0
212,8222.54,0.0,0.0,0.0,0.0,0,0,0,0
393,207620.65,0.0,0.0,484043.71,691664.36,0,0,0,0
36,49837.21,2319344.1,2369181.3,6243206.53,6193369.33,0,0,0,0
301,389699.87,0.0,0.0,3326252.78,3715952.65,0,0,0,0
18,7286.04,7826214.7,7833500.74,4258781.54,4251495.51,0,0,0,0
38,176381.14,1692061.37,1868442.52,2726406.97,2550025.83,0,0,0,0
142,237122.53,6990344.16,7227466.69,468823.02,231700.49,0,0,0,0
13,163073.27,0.0,0.0,2092424.38,2046977.81,0,0,0,0
277,305164.46,0.0,0.0,2238664.02,2543828.47,0,0,0,0
305,10000000.0,128203.0,0.0,0.0,16526112.78,0,0,0,0
380,323574.39,9600288.7,9923863.09,439286.87,115712.48,0,0,0,0
234,380310.31,227.0,380537.31,0.0,0.0,0,0,0,0
155,92359.11,5097.0,97456.11,334137.77,241778.66,0,0,0,0
211,54246.13,12323.0,0.0,132115.34,186361.47,0,0,0,0
10,171975.37,20095.0,192070.37,522761.28,1271573.79,0,0,0,0
357,16575.82,55453.0,38877.18,0.0,0.0,0,0,0,0
134,19834.81,0.0,0.0,0.0,0.0,0,0,0,0
255,5791.38,18958.34,13166.96,0.0,0.0,0,0,0,0
252,274669.07,707572.65,982241.72,632317.47,357648.39,0,0,0,0
495,14325.22,0.0,0.0,0.0,0.0,0,0,0,0
164,14143.73,0.0,0.0,0.0,0.0,0,0,0,0
281,407022.48,0.0,0.0,1544248.96,1951271.44,0,0,0,0
594,18030.29,0.0,0.0,0.0,0.0,0,0,0,0
161,186912.99,1767.0,0.0,2550112.6,2737025.59,0,0,0,0
692,19671.34,10001.0,0.0,0.0,0.0,0,0,0,0
161,35378.65,20522.0,0.0,4079.08,39457.73,0,0,0,0
131,22144.35,26369.0,4224.65,0.0,0.0,0,0,0,0
397,2104048.37,0.0,0.0,10938780.66,13042829.02,0,0,0,0
398,181220.12,0.0,0.0,579985.97,761206.09,0,0,0,0
332,257261.54,41687.0,0.0,8804.1,266065.64,0,0,0,0
205,991793.0,0.0,0.0,6470179.94,7461972.94,0,0,0,0
346,11223.2,137640.0,126416.8,0.0,0.0,0,0,0,0
130,242846.57,6670104.18,6912950.75,631446.53,388599.97,0,0,0,0
448,157599.77,1556.0,0.0,0.0,157599.77,0,0,0,0
142,7562.86,21370.0,13807.14,0.0,0.0,0,0,0,0
281,209907.15,62855.06,0.0,6449806.77,6659713.92,0,0,0,0
36,7958.13,10344.0,2385.87,0.0,0.0,0,0,0,0
183,34835.06,0.0,0.0,4723850.31,4826007.86,0,0,0,0
349,3939.06,0.0,0.0,225779.1,229718.15,0,0,0,0
323,1801673.81,1187.0,0.0,1853971.88,3655645.69,0,0,0,0
301,200178.42,533.0,0.0,581375.31,781553.73,0,0,0,0
371,16977.46,240154.67,223177.21,0.0,0.0,0,0,0,0
136,13877.44,2657.0,0.0,0.0,0.0,0,0,0,0
16,18588.77,0.0,0.0,0.0,0.0,0,0,0,0
156,81336.14,3438296.26,3519632.4,2467036.6,2385700.46,0,0,0,0
15,10974.86,59648.95,48674.08,0.0,0.0,0,0,0,0
134,34075.99,0.0,0.0,5121441.54,5155517.53,0,0,0,0
277,54983.83,123602.0,178585.83,0.0,0.0,0,0,0,0
372,140143.24,0.0,0.0,1447490.4,1587633.63,0,0,0,0
395,80167.18,6065349.95,6145517.12,448851.76,548799.78,0,0,0,0
354,59009.17,0.0,0.0,184756.15,243765.32,0,0,0,0
129,61056.39,80283.85,19227.46,0.0,0.0,0,0,0,0
353,5396.84,4369.0,0.0,0.0,0.0,0,0,0,0
39,985.1,79619.0,78633.9,0.0,0.0,0,0,0,0
393,177204.54,151480.07,328684.61,373327.39,196122.85,0,0,0,0
212,19236.25,0.0,0.0,0.0,0.0,0,0,0,0
9,799291.67,553471.24,0.0,912907.69,2145501.95,0,0,0,0
207,31759.1,21371.0,0.0,0.0,31759.1,0,0,0,0
282,23872.57,569702.0,545829.43,1493607.61,1517480.18,0,0,0,0
308,99914.58,14588101.01,14688015.59,731244.26,631329.67,0,0,0,0
230,36051.38,0.0,0.0,0.0,0.0,0,0,0,0
135,27123.61,45641.0,18517.39,0.0,0.0,0,0,0,0
251,303595.62,67044.0,0.0,14987559.95,15291155.57,0,0,0,0
33,8609.61,22360.0,13750.39,0.0,0.0,0,0,0,0
405,6916.92,0.0,0.0,235886.96,242803.88,0,0,0,0
41,913687.66,39979.0,0.0,283681.54,1197369.2,0,0,0,0
278,303393.26,5621378.38,5924771.64,473530.9,170137.63,0,0,0,0
396,27902.95,0.0,0.0,354432.52,382335.47,0,0,0,0
19,19549.05,0.0,0.0,227498.82,247047.87,0,0,0,0
358,144048.83,10893262.19,11037311.03,695576.88,551528.05,0,0,0,0
163,7682.62,2707.0,0.0,0.0,0.0,0,0,0,0
213,5164.69,463904.0,458739.31,0.0,0.0,0,0,0,0
12,42254.01,0.0,0.0,0.0,0.0,0,0,0,0
308,27308.57,207353.03,234661.6,85213.24,57904.68,0,0,0,0
129,264521.99,70215.0,334736.99,2025522.17,1761000.18,0,0,0,0
45,12596.82,0.0,0.0,0.0,0.0,0,0,0,0
227,95000.99,2009571.52,2104572.51,97691.72,2690.74,0,0,0,0
587,214256.68,30124.0,0.0,98943.87,313200.55,0,0,0,0
8,266676.47,1524531.29,1257854.82,510082.43,1263934.85,0,0,0,0
2,2744.65,198.0,0.0,5417.23,8161.87,0,0,0,0
34,16194.46,13766.0,0.0,0.0,0.0,0,0,0,0
279,11710.54,22069.0,10358.46,0.0,0.0,0,0,0,0
231,2285.01,171371.62,169086.62,0.0,0.0,0,0,0,0
239,4579.73,31673.0,27093.27,0.0,0.0,0,0,0,0
177,147683.88,0.0,0.0,464394.91,612078.79,0,0,0,0
154,134831.66,0.0,0.0,317720.83,452552.48,0,0,0,0
302,272566.69,20188.0,0.0,32339.91,304906.6,0,0,0,0
